,Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_parasanguinis_clade_411,Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_NA,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_veroralis,Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces_sp._HMT_180,Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micrococcaceae_Rothia_aeria,Bacteria_Firmicutes_Bacilli_Bacillales_Gemellaceae_Gemella_morbillorum,Bacteria_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Veillonella_rogosae,Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_defectiva,Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_[XIV]_Lachnoanaerobaculum_umeaense,Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_[XIV]_Lachnospiraceae_[G-2]_bacterium_HMT_096,Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_oralis,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_nigrescens,Bacteria_Actinobacteria_Actinobacteria_Corynebacteriales_Corynebacteriaceae_Corynebacterium_durum,Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Capnocytophaga_leadbetteri,Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_cinerea,Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Capnocytophaga_granulosa,Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_iners,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_intermedia,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_tannerae
SRR7691269,199,0,120,22,0,66,0,0,0,0,0,30,0,0,0,0,13,28,12
SRR7691301,139,2,25,18,33,90,0,9,0,0,0,80,0,6,66,0,14,67,52
SRR7691412,77,0,0,10,0,206,0,0,0,0,0,0,0,0,93,0,0,0,0
SRR7691394,143,0,104,0,0,53,0,0,0,0,0,8,0,0,0,0,0,0,0
SRR7691239,352,0,22,57,0,95,0,26,13,0,0,9,0,0,0,0,0,0,9
SRR7691378,124,0,36,19,0,98,0,0,0,0,0,21,0,10,22,0,27,8,15
SRR7691325,176,0,64,17,0,198,0,13,0,0,0,0,0,0,0,0,0,20,0
SRR7691354,254,0,0,63,0,64,0,0,9,0,0,0,0,0,110,0,22,137,8
SRR7691450,65,0,0,17,0,127,0,0,0,0,0,0,8,0,92,0,0,58,3
SRR7691262,267,0,482,73,0,667,0,0,17,0,0,24,11,0,97,0,0,0,5
SRR7691452,563,0,176,35,0,256,0,0,0,0,0,206,0,0,182,0,0,11,107
SRR7691458,177,0,342,74,0,166,0,0,0,0,0,14,0,0,280,0,0,58,56
SRR7691283,168,0,247,51,0,566,0,0,11,0,15,44,0,20,241,0,0,0,18
SRR7691517,150,0,15,0,0,46,0,0,0,0,0,18,0,0,0,0,0,86,27
SRR7691370,52,0,0,20,0,55,0,0,0,0,0,16,0,0,26,0,0,0,0
SRR7691440,251,0,277,18,0,68,0,0,0,0,0,0,0,0,14,0,0,10,0
SRR7691385,68,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR7691461,510,0,55,0,0,89,0,0,0,0,0,0,0,0,12,0,31,0,5
SRR7691271,62,0,17,0,0,586,0,0,2,0,0,0,6,0,0,0,20,0,0
SRR7691491,131,0,41,12,0,38,0,0,0,0,31,8,7,0,59,6,0,0,4
SRR7691532,327,0,0,0,0,331,0,0,0,0,0,8,0,0,92,0,0,0,0
SRR7691249,156,0,172,21,33,180,0,0,0,12,34,8,0,0,127,0,0,18,0
SRR7691462,1484,0,159,65,0,341,32,0,0,0,0,214,0,48,15,0,0,0,0
SRR7691302,55,0,0,0,0,134,0,0,0,0,0,25,0,0,0,0,0,0,14
SRR7691315,96,0,32,0,35,149,19,0,0,0,72,0,0,11,72,0,0,0,0
SRR7691287,193,0,96,33,0,135,0,0,0,0,0,0,0,0,86,0,0,19,6
SRR7691332,62,0,0,12,0,32,0,0,0,0,0,6,0,0,44,0,11,0,3
SRR7691530,58,0,0,21,0,94,0,0,0,0,0,86,0,0,0,0,0,196,78
SRR7691329,257,0,0,81,0,21,0,0,0,0,0,0,0,0,7,0,0,0,12
SRR7691402,70,0,28,36,0,105,0,0,0,0,0,9,0,0,67,0,0,0,27
SRR7691277,176,0,48,8,0,52,0,0,0,8,0,19,0,0,0,0,0,0,19
SRR7691427,247,0,29,14,0,9,0,0,9,0,0,17,0,0,0,3,0,18,12
SRR7691304,87,0,55,31,0,57,0,0,0,0,0,4,0,0,21,0,0,0,0
SRR7691259,247,0,85,51,0,53,0,0,0,0,0,0,0,4,0,0,7,0,4
SRR7691280,106,0,0,22,0,143,0,0,0,0,0,0,0,0,121,0,21,0,4
SRR7691479,252,0,275,90,20,101,0,0,0,0,0,27,0,0,0,0,0,41,39
SRR7691288,85,2,28,0,0,74,0,0,0,0,0,13,10,0,43,0,0,0,10
SRR7691473,164,0,17,0,0,264,0,0,0,0,0,14,0,0,0,0,0,0,0
SRR7691373,194,0,177,38,0,58,0,0,0,0,0,7,0,0,0,0,0,5,0
SRR7691392,305,0,75,25,0,110,30,0,10,0,0,0,0,0,71,0,0,0,4
SRR7691290,48,0,307,24,0,29,0,0,0,0,0,22,0,0,0,0,0,0,0
SRR7691483,96,0,90,0,0,302,0,0,0,0,0,7,0,4,103,3,17,7,40
SRR7691524,249,0,0,28,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR7691442,158,0,55,32,0,156,0,0,0,0,15,10,0,0,0,0,0,0,0
SRR7691396,266,0,73,34,0,91,0,0,0,0,0,37,13,0,28,0,0,0,8
SRR7691352,73,0,117,0,0,126,0,0,0,0,0,18,0,0,0,0,0,59,8
SRR7691514,207,0,121,23,0,93,0,0,0,0,0,0,0,0,47,0,0,0,0
SRR7691334,361,0,0,0,0,720,0,0,0,0,0,0,0,0,5,0,0,0,0
SRR7691430,1068,0,1503,65,0,32,27,0,0,0,0,112,0,0,13,0,23,0,0
SRR7691528,104,2,40,18,0,61,0,55,0,0,35,8,0,15,43,0,0,5,0
SRR7691484,61,0,0,13,0,163,0,16,10,0,0,5,0,0,150,0,10,0,11
SRR7691463,111,0,27,27,0,264,0,0,0,0,0,15,0,0,60,0,0,0,0
SRR7691504,153,0,26,0,0,79,0,0,0,0,0,34,0,0,0,0,0,0,20
SRR7691366,439,37,219,28,0,163,0,0,0,0,0,8,0,0,0,0,17,51,31
SRR7691388,174,0,232,0,0,135,0,0,0,0,0,0,0,46,28,0,0,0,5
SRR7691323,69,0,95,18,0,101,0,7,0,0,70,10,0,0,0,0,0,0,28
SRR7691510,128,0,142,0,24,124,0,0,0,0,0,16,0,8,0,12,15,0,8
SRR7691447,218,0,252,0,0,144,0,0,0,0,0,0,0,0,0,6,0,9,6
SRR7691312,170,9,233,0,30,214,0,0,0,0,0,17,7,0,134,0,0,0,0
SRR7691531,142,3,141,28,25,101,0,0,0,0,0,36,0,0,85,0,14,22,81
SRR7691498,194,0,150,30,0,90,0,25,0,0,0,18,5,3,60,0,0,29,24
SRR7691240,550,0,143,147,0,814,64,0,0,0,0,0,0,41,396,10,0,154,53
SRR7691310,267,0,352,33,0,30,34,0,0,0,0,17,0,0,18,0,0,13,8
SRR7691391,164,53,445,15,0,84,0,10,0,0,0,8,7,0,0,0,0,0,0
SRR7691349,138,0,392,26,0,62,0,0,0,0,0,15,0,0,18,0,29,0,0
SRR7691267,65,0,15,0,0,145,0,0,0,0,15,12,0,0,0,0,0,19,9
SRR7691493,122,0,83,0,0,142,0,0,0,0,0,0,0,0,15,0,0,0,0
SRR7691509,65,0,46,22,0,91,0,0,0,0,0,0,0,0,395,0,0,58,5
SRR7691419,85,0,167,0,0,105,0,0,0,0,0,83,0,8,60,9,0,0,22
SRR7691278,45,0,15,13,0,23,0,0,0,0,0,353,0,0,50,0,0,0,79
SRR7691529,126,23,223,20,0,70,0,0,0,0,0,15,0,0,0,0,25,25,0
SRR7691535,185,0,60,0,0,110,0,0,0,0,0,100,0,0,0,0,0,0,41
SRR7691513,64,0,83,35,0,94,0,0,0,6,0,0,0,0,105,0,0,0,19
SRR7691328,115,0,43,0,0,94,0,0,0,0,0,0,0,0,69,0,0,47,0
SRR7691248,117,0,46,0,0,1705,0,0,0,0,0,35,24,0,0,0,0,26,0
SRR7691359,67,0,0,12,0,116,0,0,0,0,0,125,0,0,0,0,0,0,4
SRR7691448,169,0,40,0,0,32,0,0,0,0,0,26,0,0,0,0,0,0,20
SRR7691291,60,0,0,17,0,146,0,0,0,0,0,0,0,0,285,0,21,28,15
SRR7691270,0,0,0,0,0,96,0,0,0,0,0,0,0,5,500,0,0,7,0
SRR7691380,289,8,191,111,0,814,53,216,0,0,0,0,14,0,165,0,0,40,19
SRR7691445,185,0,238,34,0,98,0,0,0,0,0,18,0,0,10,0,0,0,24
SRR7691343,70,0,43,18,0,312,0,0,0,5,0,0,0,0,23,0,0,36,0
SRR7691424,304,0,153,0,0,73,0,0,0,0,0,9,0,0,9,0,0,0,0
SRR7691466,126,3,105,0,0,321,0,0,0,0,0,0,0,0,102,2,15,0,0
SRR7691411,204,0,502,43,0,341,0,0,0,20,0,0,0,0,0,0,15,18,0
SRR7691475,56,0,0,19,0,78,0,0,0,0,0,11,0,0,0,0,14,54,21
SRR7691441,17,0,0,0,0,131,0,0,4,0,0,0,0,7,88,0,0,0,0
SRR7691337,137,0,210,28,0,122,0,0,0,5,0,0,0,0,44,0,0,0,0
SRR7691296,138,0,75,0,0,115,0,0,5,0,0,10,0,0,0,0,22,0,0
SRR7691320,240,0,276,50,0,24,55,0,0,0,0,8,0,0,7,0,0,0,0
SRR7691306,109,42,0,26,15,39,0,0,0,0,0,70,0,0,0,0,23,0,0
SRR7691417,72,0,49,0,0,64,0,0,0,0,0,14,17,0,0,0,0,0,7
SRR7691316,103,0,73,35,0,138,0,0,0,0,0,6,0,0,45,0,0,16,24
SRR7691406,80,34,39,31,0,72,0,0,0,0,0,0,0,0,0,0,0,32,31
SRR7691459,31,0,0,0,0,116,0,0,11,0,0,0,0,0,201,0,0,0,39
SRR7691307,266,40,0,35,0,56,0,0,0,0,0,9,0,0,256,0,0,0,0
SRR7691333,104,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7
SRR7691362,251,0,129,61,0,134,0,0,0,0,0,32,0,33,169,19,0,0,33
SRR7691241,81,0,372,22,0,34,0,0,0,0,0,58,0,0,8,0,0,462,16
SRR7691369,155,0,51,41,0,198,0,0,0,0,0,7,0,0,28,0,0,0,0
SRR7691342,90,0,0,16,0,120,0,0,0,0,0,19,0,0,11,2,0,42,85
SRR7691364,106,0,0,11,0,48,0,0,0,0,0,20,0,0,0,2,0,0,6
SRR7691243,162,0,169,26,0,118,0,0,0,0,0,6,0,0,0,0,0,0,0
SRR7691519,202,0,0,0,0,532,0,0,0,0,0,18,0,7,0,0,0,0,4
SRR7691245,184,21,0,0,0,74,0,0,0,0,0,59,0,0,48,0,0,10,26
SRR7691439,94,0,0,0,25,13,0,0,0,0,0,26,0,0,18,0,0,0,0
SRR7691246,142,0,88,46,0,155,0,0,8,0,0,6,0,0,199,0,20,8,0
SRR7691518,291,0,20,0,0,43,0,0,0,0,0,0,0,7,0,0,23,0,8
SRR7691253,46,0,43,0,0,27,0,0,0,0,0,77,0,0,0,0,19,58,14
SRR7691476,690,0,151,0,0,33,0,0,0,0,0,21,0,0,0,0,8,0,0
SRR7691321,159,0,48,0,100,80,0,8,0,0,0,40,0,0,283,0,22,0,3
SRR7691480,59,0,20,0,0,115,0,11,0,0,0,0,0,0,91,0,0,0,0
SRR7691289,155,0,74,55,0,69,0,0,0,0,0,21,0,0,90,12,10,0,29
SRR7691471,23,0,0,0,0,68,0,0,0,0,0,0,0,0,13,0,0,0,0
SRR7691275,275,0,10,0,0,188,14,0,0,0,0,81,5,0,104,0,0,0,35
SRR7691361,210,0,25,16,0,334,0,0,0,0,0,31,0,8,28,0,0,40,9
SRR7691295,126,0,311,16,0,44,0,0,0,0,0,182,0,0,13,0,0,42,0
SRR7691467,354,0,0,30,0,95,0,0,0,0,0,8,0,6,43,16,0,0,0
SRR7691512,60,0,0,0,0,52,0,0,0,0,0,17,0,0,0,0,0,0,0
SRR7691375,118,0,0,27,39,69,0,0,0,5,0,34,0,0,304,0,0,71,62
