,fold,model,mcc,auc,type
12,4,DT,0.2217029871,0.6628028404,ADASYN_both
0,0,SVMR,0.2434224649,0.6989202658,ADASYN_both
3,1,SVMR,0.4043732262,0.8276578073,ADASYN_both
6,2,SVMR,0.3875183572,0.78866707,ADASYN_both
9,3,SVMR,0.1284940552,0.6633249791,ADASYN_both
12,4,SVMR,0.1969947964,0.7220133668,ADASYN_both
0,0,SVML,0.3962029078,0.7850913621,ADASYN_both
3,1,SVML,0.2414829009,0.7022425249,ADASYN_both
6,2,SVML,0.229339462,0.7406735229,ADASYN_both
9,3,SVML,0.3765083933,0.7965747703,ADASYN_both
12,4,SVML,0.2951807657,0.7683792815,ADASYN_both
0,0,RF,0.1934108967,0.7260174419,ADASYN_both
3,1,RF,0.4439000703,0.7398255814,ADASYN_both
6,2,RF,0.3050794633,0.6858237548,ADASYN_both
9,3,RF,0.2440330131,0.6581035923,ADASYN_both
12,4,RF,0.2228064578,0.7191938179,ADASYN_both
0,0,XG,0.2378588218,0.6858388704,ADASYN_both
3,1,XG,0.1811354811,0.6555232558,ADASYN_both
6,2,XG,0.1767636882,0.730994152,ADASYN_both
9,3,XG,0.1710917937,0.6857769424,ADASYN_both
12,4,XG,0.1642884268,0.6246867168,ADASYN_both
0,0,LR,0.2181861305,0.7695182724,SMOTE_both
3,1,LR,0.265708456,0.7358803987,SMOTE_both
6,2,LR,0.1503284477,0.6938898972,SMOTE_both
9,3,LR,0.216423937,0.6892230576,SMOTE_both
12,4,LR,0.3446783857,0.7832080201,SMOTE_both
0,0,KNN,0.198177207,0.6981935216,SMOTE_both
3,1,KNN,0.1618705418,0.6204318937,SMOTE_both
6,2,KNN,0.1475386862,0.621697923,SMOTE_both
9,3,KNN,0.2728473598,0.7635756057,SMOTE_both
12,4,KNN,0.2220903346,0.7003968254,SMOTE_both
0,0,DT,0.0696036054,0.5754775748,SMOTE_both
3,1,DT,0.1331116651,0.5832641196,SMOTE_both
6,2,DT,0.1859666244,0.6620286348,SMOTE_both
9,3,DT,0.0773854463,0.5903299916,SMOTE_both
12,4,DT,0.1832934693,0.5967000835,SMOTE_both
0,0,SVMR,0.3273754613,0.7776162791,SMOTE_both
3,1,SVMR,0.2071615184,0.7406561462,SMOTE_both
6,2,SVMR,0.2492655339,0.724137931,SMOTE_both
9,3,SVMR,0.2811028284,0.7076023392,SMOTE_both
12,4,SVMR,0.3534212697,0.7865497076,SMOTE_both
0,0,SVML,0.3201422663,0.7050456811,SMOTE_both
3,1,SVML,0.2879306168,0.7813538206,SMOTE_both
6,2,SVML,0.2847870699,0.7559991934,SMOTE_both
9,3,SVML,0.3799040461,0.7786131997,SMOTE_both
12,4,SVML,0.3729791423,0.787176274,SMOTE_both
0,0,RF,0.3448104738,0.6888496678,SMOTE_both
3,1,RF,0.2378588218,0.6577034884,SMOTE_both
6,2,RF,0.2214345082,0.6783625731,SMOTE_both
9,3,RF,0.3043904546,0.7667084378,SMOTE_both
12,4,RF,0.3247163558,0.7545948204,SMOTE_both
0,0,XG,0.1520568065,0.6401578073,SMOTE_both
3,1,XG,0.2312008643,0.7286129568,SMOTE_both
6,2,XG,0.1647068997,0.6870336761,SMOTE_both
9,3,XG,0.2383574162,0.7727652464,SMOTE_both
12,4,XG,0.252737727,0.6881787803,SMOTE_both
0,0,LR,0.3709533447,0.7782392027,SMOTE_over
3,1,LR,0.3732376392,0.8274501661,SMOTE_over
6,2,LR,0.2710073834,0.7221213954,SMOTE_over
9,3,LR,0.1545441045,0.6537176274,SMOTE_over
12,4,LR,0.2791469463,0.7408103592,SMOTE_over
0,0,KNN,0.0366048141,0.5241901993,SMOTE_over
3,1,KNN,0.207740713,0.6624792359,SMOTE_over
6,2,KNN,0.2387998386,0.7445049405,SMOTE_over
9,3,KNN,0.0131683474,0.6001461988,SMOTE_over
12,4,KNN,0.1511415697,0.6244778613,SMOTE_over
0,0,DT,0.1106670129,0.6061046512,SMOTE_over
3,1,DT,0.1621856809,0.585755814,SMOTE_over
6,2,DT,0.2213635356,0.7109296229,SMOTE_over
9,3,DT,0.1377213643,0.5903299916,SMOTE_over
12,4,DT,0.1772206542,0.6057852966,SMOTE_over
0,0,SVMR,0.2631666187,0.7431478405,SMOTE_over
3,1,SVMR,0.3001265108,0.7767857143,SMOTE_over
6,2,SVMR,0.2541581334,0.7245412382,SMOTE_over
9,3,SVMR,0.1927926262,0.6735588972,SMOTE_over
12,4,SVMR,0.3233287309,0.7769423559,SMOTE_over
0,0,SVML,0.3327791628,0.7940199336,SMOTE_over
3,1,SVML,0.3397333627,0.7813538206,SMOTE_over
6,2,SVML,0.3321483611,0.7527727364,SMOTE_over
9,3,SVML,0.3154708642,0.7416457811,SMOTE_over
12,4,SVML,0.345981563,0.7332915622,SMOTE_over
0,0,RF,0.1089275502,0.6653862126,SMOTE_over
3,1,RF,0.1279069767,0.654692691,SMOTE_over
6,2,RF,0.2076194811,0.6466021375,SMOTE_over
9,3,RF,0.2492648914,0.7471804511,SMOTE_over
12,4,RF,0.2194912306,0.7455096074,SMOTE_over
0,0,XG,0.2622842472,0.7398255814,SMOTE_over
3,1,XG,0.1089275502,0.7165697674,SMOTE_over
6,2,XG,0.1995133904,0.696713047,SMOTE_over
9,3,XG,0.1518488598,0.5588972431,SMOTE_over
12,4,XG,0.2303706961,0.7159565581,SMOTE_over
0,0,LR,0.2631666187,0.6634136213,TADA
3,1,LR,0.2537520164,0.7657807309,TADA
6,2,LR,0.2187161267,0.6692881629,TADA
9,3,LR,0.346506484,0.8149540518,TADA
12,4,LR,0.3316011867,0.7658730159,TADA
0,0,KNN,0.1765163234,0.66839701,TADA
3,1,KNN,0.2129664006,0.6953903654,TADA
6,2,KNN,0.2262122704,0.7283726558,TADA
9,3,KNN,0.1538954086,0.6284461153,TADA
12,4,KNN,0.0882681139,0.626566416,TADA
0,0,DT,0,0.4939784053,TADA
3,1,DT,0.2021840803,0.6747300664,TADA
6,2,DT,0.0026462903,0.5054446461,TADA
9,3,DT,0.2258950702,0.6539264829,TADA
12,4,DT,0.3099160301,0.6864035088,TADA
0,0,SVMR,0.2203213922,0.7153239203,TADA
3,1,SVMR,0.345442543,0.7794850498,TADA
6,2,SVMR,0.2677277416,0.6645493043,TADA
9,3,SVMR,0.3252024023,0.7600250627,TADA
12,4,SVMR,0.1485172835,0.6564327485,TADA
0,0,SVML,0.4641596702,0.8247508306,TADA
3,1,SVML,0.3273447444,0.7877906977,TADA
6,2,SVML,0.2606745078,0.7257511595,TADA
9,3,SVML,0.2811028284,0.735380117,TADA
12,4,SVML,0.3740279563,0.7426900585,TADA
0,0,RF,0.3647460493,0.7956810631,TADA
3,1,RF,0.1641410229,0.695494186,TADA
6,2,RF,0.0442384753,0.6022383545,TADA
9,3,RF,0.3416555872,0.73339599,TADA
12,4,RF,0.369987619,0.7401837928,TADA
0,0,XG,0.3965799204,0.7562292359,TADA
3,1,XG,0.1694352159,0.677948505,TADA
6,2,XG,0.1933857633,0.7140552531,TADA
9,3,XG,0.2290585294,0.7393483709,TADA
12,4,XG,0.1243165306,0.6832706767,TADA
